scenarioId,scenario,region,distanceClass,osrmCandidateCount,timeCase,departureUtc,analysisMode,fastestRouteId,shadeRouteId,sameRoute,distanceKm,fastestMinutes,shadeMinutes,detourMinutes,fastestDirectWhM2,shadeDirectWhM2,avoidedIncidentWhM2,directSolarReductionPct,bestAvailableRouteId,bestAvailableDirectWhM2,bestAvailableReductionPct,shadeConfirmedPct,shadeUncertainPct,sunlitTimePct,sceneCoveragePct,coolingMinWh,coolingCentralWh,coolingMaxWh,bestCoolingMinWh,bestCoolingCentralWh,bestCoolingMaxWh,packRequests,packBytes
SO-L,Atlanta → Macon,south,long,3,Winter 13:00,2026-12-21T18:00:00.000Z,scene,"route-134469.90000-5841.10000--84.38751-33.74885--83.63239-32.84071--84.3875,33.7489;-84.3981,33.6470;-84.3305,33.5717;-84.2296,33.5040;-84.1626,33.4122;-84.1164,33.3113;-84.0640,33.2115;-84.0037,33.1166;-83.9236,33.0361;-83.8230,32.9681;-83.7107,32.9196;-83.6324,32.8407","route-134469.90000-5841.10000--84.38751-33.74885--83.63239-32.84071--84.3875,33.7489;-84.3981,33.6470;-84.3305,33.5717;-84.2296,33.5040;-84.1626,33.4122;-84.1164,33.3113;-84.0640,33.2115;-84.0037,33.1166;-83.9236,33.0361;-83.8230,32.9681;-83.7107,32.9196;-83.6324,32.8407",true,134.4699,97.35,97.35,0,698.0721026314499,698.0721026314499,0,0,"route-134469.90000-5841.10000--84.38751-33.74885--83.63239-32.84071--84.3875,33.7489;-84.3981,33.6470;-84.3305,33.5717;-84.2296,33.5040;-84.1626,33.4122;-84.1164,33.3113;-84.0640,33.2115;-84.0037,33.1166;-83.9236,33.0361;-83.8230,32.9681;-83.7107,32.9196;-83.6324,32.8407",698.0721026314499,0,0,0.21587366060862073,100,100,0,0,0,0,0,0,8,41153727
WE-S,Los Angeles → Santa Monica,west,short,3,Summer 08:00,2026-06-21T15:00:00.000Z,scene,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196","route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",true,25.366199999999996,21.233333333333334,21.233333333333334,0,120.84436949757206,120.84436949757206,0,0,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",120.84436949757206,0,6.909476660229445,1.9027434557756362,93.09052333977054,100,0,0,0,0,0,0,9,51337599
WE-S,Los Angeles → Santa Monica,west,short,3,Summer 13:00,2026-06-21T20:00:00.000Z,hybrid-scene,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196","route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",true,25.366199999999996,21.233333333333334,21.233333333333334,0,306.9897330510484,306.9897330510484,0,0,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",306.9897330510484,0,5.709866800985391,0,94.29013319901462,93.78109452736318,0,0,0,0,0,0,7,39648371
WE-S,Los Angeles → Santa Monica,west,short,3,Summer 18:00,2026-06-22T01:00:00.000Z,scene,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196","route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",true,25.366199999999996,21.233333333333334,21.233333333333334,0,85.90398070771995,85.90398070771995,0,0,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",85.90398070771995,0,8.518948780259423,6.451376882846667,91.48105121974058,100,0,0,0,0,0,0,17,103797233
WE-S,Los Angeles → Santa Monica,west,short,3,Winter 13:00,2026-12-21T21:00:00.000Z,hybrid-scene,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196","route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",true,25.366199999999996,21.233333333333334,21.233333333333334,0,139.26887701735882,139.26887701735882,0,0,"route-25366.20000-1273.60000--118.24356-34.05233--118.49121-34.01962--118.2436,34.0523;-118.2604,34.0518;-118.2778,34.0384;-118.3027,34.0374;-118.3274,34.0355;-118.3524,34.0343;-118.3769,34.0369;-118.3991,34.0294;-118.4237,34.0319;-118.4483,34.0286;-118.4724,34.0237;-118.4912,34.0196",139.26887701735882,0,5.709866800985391,0.7135140576770598,94.29013319901462,98.00995024875621,0,0,0,0,0,0,7,39648371
WE-M,Seattle → Tacoma,west,medium,3,Summer 08:00,2026-06-21T15:00:00.000Z,scene,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529","route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",true,54.125,45.43333333333333,45.43333333333333,0,283.68823082714925,283.68823082714925,0,0,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",283.68823082714925,0,2.1538726599438083,0.2567625265671313,97.84612734005619,100,0,0,0,0,0,0,9,22712003
WE-M,Seattle → Tacoma,west,medium,3,Summer 13:00,2026-06-21T20:00:00.000Z,scene,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529","route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",true,54.125,45.43333333333333,45.43333333333333,0,626.6633060539207,626.6633060539207,0,0,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",626.6633060539207,0,1.8969686056214727,0,98.10303139437853,100,0,0,0,0,0,0,9,22843924
WE-M,Seattle → Tacoma,west,medium,3,Summer 18:00,2026-06-22T01:00:00.000Z,scene,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529","route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",true,54.125,45.43333333333333,45.43333333333333,0,237.1701522865078,237.1701522865078,0,0,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",237.1701522865078,0,1.79510801071736,0.18749786654728057,98.20489198928264,100,0,0,0,0,0,0,11,34317559
WE-M,Seattle → Tacoma,west,medium,3,Winter 13:00,2026-12-21T21:00:00.000Z,scene,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529","route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",true,54.125,45.43333333333333,45.43333333333333,0,153.12099836254978,153.12099836254978,0,0,"route-54125.00000-2725.60000--122.33214-47.60631--122.44446-47.25288--122.3321,47.6063;-122.3204,47.5692;-122.2948,47.5310;-122.2654,47.4920;-122.2659,47.4506;-122.2913,47.4116;-122.2943,47.3677;-122.2947,47.3240;-122.3099,47.2810;-122.3384,47.2421;-122.4028,47.2399;-122.4445,47.2529",153.12099836254978,0,1.9341790195641504,2.616084305196984,98.06582098043586,100,0,0,0,0,0,0,9,22843924
WE-L,San Francisco → Sacramento,west,long,2,Summer 08:00,2026-06-21T15:00:00.000Z,scene,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816","route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",true,140.5845,107.33333333333333,107.33333333333333,0,813.9612594123895,813.9612594123895,0,0,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",813.9612594123895,0,1.336631941884509,0,98.6633680581155,100,0,0,0,0,0,0,11,44451877
WE-L,San Francisco → Sacramento,west,long,2,Summer 13:00,2026-06-21T20:00:00.000Z,scene,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816","route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",true,140.5845,107.33333333333333,107.33333333333333,0,1560.688772549724,1560.688772549724,0,0,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",1560.688772549724,0,1.0888091006202778,0,98.91119089937972,100,0,0,0,0,0,0,11,48300959
WE-L,San Francisco → Sacramento,west,long,2,Summer 18:00,2026-06-22T01:00:00.000Z,scene,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816","route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",true,140.5845,107.33333333333333,107.33333333333333,0,352.2931782174513,352.2931782174513,0,0,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",352.2931782174513,0,1.588058840610852,0.3709150905553743,98.41194115938914,100,0,0,0,0,0,0,12,58814752
WE-L,San Francisco → Sacramento,west,long,2,Winter 13:00,2026-12-21T21:00:00.000Z,scene,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816","route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",true,140.5845,107.33333333333333,107.33333333333333,0,543.3717746871241,543.3717746871241,0,0,"route-140584.50000-6439.50000--122.41945-37.77494--121.49441-38.58160--122.4194,37.7749;-122.3058,37.8249;-122.3230,37.9288;-122.2671,38.0174;-122.2301,38.1177;-122.1497,38.2083;-122.0420,38.2823;-121.9597,38.3680;-121.8551,38.4485;-121.7527,38.5297;-121.6168,38.5673;-121.4944,38.5816",543.3717746871241,0,1.164128261531209,0,98.8358717384688,100,0,0,0,0,0,0,12,49695361
